Cluster	Celltype (malignancy)	Celltype (major-lineage)	Celltype (minor-lineage)	Gene	log2FC	Percentage (%)	Adjusted p-value
2	Immune cells	CD8Tex	CD8Tex	YBX3	-0.78	7.2	0
2	Immune cells	CD8Tex	CD8Tex	IGFBP3	-0.78	0.9	0
2	Immune cells	CD8Tex	CD8Tex	TCF4	-0.79	1.3	0
2	Immune cells	CD8Tex	CD8Tex	GPX2	-0.8	0.2	0
2	Immune cells	CD8Tex	CD8Tex	COL4A1	-0.8	0.0	0
2	Immune cells	CD8Tex	CD8Tex	PDLIM3	-0.8	0.0	0
2	Immune cells	CD8Tex	CD8Tex	COL4A2	-0.81	0.0	0
2	Immune cells	CD8Tex	CD8Tex	IGFBP2	-0.81	1.4	0
2	Immune cells	CD8Tex	CD8Tex	TMEM176A	-0.81	0.2	0
2	Immune cells	CD8Tex	CD8Tex	RAB13	-0.81	1.7	0
2	Immune cells	CD8Tex	CD8Tex	FSCN1	-0.82	2.0	0
2	Immune cells	CD8Tex	CD8Tex	MMP14	-0.83	0.4	0
2	Immune cells	CD8Tex	CD8Tex	LAPTM4A	-0.83	38.6	0
2	Immune cells	CD8Tex	CD8Tex	CNN3	-0.83	0.5	0
2	Immune cells	CD8Tex	CD8Tex	PMP22	-0.83	1.6	0
2	Immune cells	CD8Tex	CD8Tex	CD59	-0.83	19.8	0
2	Immune cells	CD8Tex	CD8Tex	PRSS23	-0.83	2.6	0
2	Immune cells	CD8Tex	CD8Tex	NGFRAP1	-0.84	5.3	0
2	Immune cells	CD8Tex	CD8Tex	EFEMP1	-0.84	0.0	0
2	Immune cells	CD8Tex	CD8Tex	FSTL1	-0.84	0.0	0
2	Immune cells	CD8Tex	CD8Tex	DSTN	-0.85	31.7	0
2	Immune cells	CD8Tex	CD8Tex	MFAP5	-0.85	0.0	0
2	Immune cells	CD8Tex	CD8Tex	S100A10	-0.85	79.9	0
2	Immune cells	CD8Tex	CD8Tex	THBS1	-0.85	6.5	0
2	Immune cells	CD8Tex	CD8Tex	SAT1	-0.85	79.8	0
2	Immune cells	CD8Tex	CD8Tex	C3	-0.86	0.4	0
2	Immune cells	CD8Tex	CD8Tex	KRT18	-0.86	1.3	0
2	Immune cells	CD8Tex	CD8Tex	PTRF	-0.86	0.1	0
2	Immune cells	CD8Tex	CD8Tex	TXN	-0.87	66.0	0
2	Immune cells	CD8Tex	CD8Tex	AKR1C1	-0.87	0.2	0
2	Immune cells	CD8Tex	CD8Tex	S100A11	-0.87	90.0	0
2	Immune cells	CD8Tex	CD8Tex	CEBPD	-0.88	16.3	0
2	Immune cells	CD8Tex	CD8Tex	ICAM1	-0.88	12.5	0
2	Immune cells	CD8Tex	CD8Tex	GPNMB	-0.89	0.2	0
2	Immune cells	CD8Tex	CD8Tex	CRYAB	-0.89	0.7	0
2	Immune cells	CD8Tex	CD8Tex	SERPINE1	-0.89	2.5	0
2	Immune cells	CD8Tex	CD8Tex	LGALS3BP	-0.89	3.3	0
2	Immune cells	CD8Tex	CD8Tex	MFAP2	-0.9	0.0	0
2	Immune cells	CD8Tex	CD8Tex	FOSB	-0.9	37.1	0
2	Immune cells	CD8Tex	CD8Tex	ISLR	-0.9	0.0	0
2	Immune cells	CD8Tex	CD8Tex	TMEM176B	-0.91	0.2	0
2	Immune cells	CD8Tex	CD8Tex	AEBP1	-0.91	0.2	0
2	Immune cells	CD8Tex	CD8Tex	NUPR1	-0.91	0.2	0
2	Immune cells	CD8Tex	CD8Tex	FTL	-0.91	99.0	0
2	Immune cells	CD8Tex	CD8Tex	FXYD3	-0.92	0.2	0
2	Immune cells	CD8Tex	CD8Tex	ELF3	-0.92	0.2	0
2	Immune cells	CD8Tex	CD8Tex	CAV1	-0.92	0.8	0
2	Immune cells	CD8Tex	CD8Tex	S100A6	-0.92	91.9	0
2	Immune cells	CD8Tex	CD8Tex	SELM	-0.92	19.8	0
2	Immune cells	CD8Tex	CD8Tex	CRIP2	-0.93	0.6	0
2	Immune cells	CD8Tex	CD8Tex	CD79A	-0.93	2.4	0
2	Immune cells	CD8Tex	CD8Tex	CCND1	-0.93	0.5	0
2	Immune cells	CD8Tex	CD8Tex	SPON2	-0.93	6.8	0
2	Immune cells	CD8Tex	CD8Tex	PSAP	-0.93	52.5	0
2	Immune cells	CD8Tex	CD8Tex	MDK	-0.94	1.5	0
2	Immune cells	CD8Tex	CD8Tex	RNASE1	-0.94	0.3	0
2	Immune cells	CD8Tex	CD8Tex	KRT6B	-0.95	0.3	0
2	Immune cells	CD8Tex	CD8Tex	LY6D	-0.95	0.3	0
2	Immune cells	CD8Tex	CD8Tex	CTSL	-0.95	3.5	0
2	Immune cells	CD8Tex	CD8Tex	VCAN	-0.96	0.1	0
2	Immune cells	CD8Tex	CD8Tex	ID1	-0.96	1.2	0
2	Immune cells	CD8Tex	CD8Tex	EMP1	-0.97	1.4	0
2	Immune cells	CD8Tex	CD8Tex	KRT8	-0.97	0.2	0
2	Immune cells	CD8Tex	CD8Tex	TPM1	-0.99	5.3	0
2	Immune cells	CD8Tex	CD8Tex	S100A14	-0.99	0.6	0
2	Immune cells	CD8Tex	CD8Tex	PCOLCE	-1.0	1.8	0
2	Immune cells	CD8Tex	CD8Tex	CALML3	-1.0	0.2	0
2	Immune cells	CD8Tex	CD8Tex	SPINT2	-1.0	1.7	0
2	Immune cells	CD8Tex	CD8Tex	S100A16	-1.02	0.4	0
2	Immune cells	CD8Tex	CD8Tex	SOD3	-1.02	0.0	0
2	Immune cells	CD8Tex	CD8Tex	ANXA2	-1.03	60.8	0
2	Immune cells	CD8Tex	CD8Tex	C1QB	-1.03	1.0	0
2	Immune cells	CD8Tex	CD8Tex	GRN	-1.04	11.6	0
2	Immune cells	CD8Tex	CD8Tex	CSTB	-1.05	53.8	0
2	Immune cells	CD8Tex	CD8Tex	APP	-1.06	9.1	0
2	Immune cells	CD8Tex	CD8Tex	NEAT1	-1.06	65.1	0
2	Immune cells	CD8Tex	CD8Tex	KLF4	-1.06	0.7	0
2	Immune cells	CD8Tex	CD8Tex	PDLIM1	-1.07	1.9	0
2	Immune cells	CD8Tex	CD8Tex	CLDN4	-1.07	0.0	0
2	Immune cells	CD8Tex	CD8Tex	APOE	-1.11	0.9	0
2	Immune cells	CD8Tex	CD8Tex	THY1	-1.11	0.0	0
2	Immune cells	CD8Tex	CD8Tex	COL6A3	-1.12	2.9	0
2	Immune cells	CD8Tex	CD8Tex	NNMT	-1.15	0.1	0
2	Immune cells	CD8Tex	CD8Tex	CCDC80	-1.16	0.1	0
2	Immune cells	CD8Tex	CD8Tex	CXCL14	-1.16	0.2	0
2	Immune cells	CD8Tex	CD8Tex	A2M	-1.17	0.1	0
2	Immune cells	CD8Tex	CD8Tex	GSTP1	-1.17	71.7	0
2	Immune cells	CD8Tex	CD8Tex	TPM2	-1.19	0.3	0
2	Immune cells	CD8Tex	CD8Tex	CD9	-1.19	24.8	0
2	Immune cells	CD8Tex	CD8Tex	LMNA	-1.19	29.1	0
2	Immune cells	CD8Tex	CD8Tex	CTGF	-1.19	0.1	0
2	Immune cells	CD8Tex	CD8Tex	CXCL3	-1.2	0.7	0
2	Immune cells	CD8Tex	CD8Tex	KRT16	-1.24	0.4	0
2	Immune cells	CD8Tex	CD8Tex	SLPI	-1.24	0.2	0
2	Immune cells	CD8Tex	CD8Tex	POSTN	-1.25	0.0	0
2	Immune cells	CD8Tex	CD8Tex	G0S2	-1.26	2.5	0
2	Immune cells	CD8Tex	CD8Tex	IGFBP5	-1.26	0.5	0
2	Immune cells	CD8Tex	CD8Tex	NPC2	-1.27	12.3	0
2	Immune cells	CD8Tex	CD8Tex	FTH1	-1.29	99.7	0
2	Immune cells	CD8Tex	CD8Tex	CXCL1	-1.31	0.2	0
2	Immune cells	CD8Tex	CD8Tex	KRT15	-1.31	0.1	0
2	Immune cells	CD8Tex	CD8Tex	MMP2	-1.31	0.0	0
2	Immune cells	CD8Tex	CD8Tex	COL6A1	-1.34	0.2	0
2	Immune cells	CD8Tex	CD8Tex	CTHRC1	-1.34	0.2	0
2	Immune cells	CD8Tex	CD8Tex	MMP11	-1.35	0.4	0
2	Immune cells	CD8Tex	CD8Tex	SERPINF1	-1.36	0.1	0
2	Immune cells	CD8Tex	CD8Tex	PLAUR	-1.36	1.6	0
2	Immune cells	CD8Tex	CD8Tex	CTSB	-1.39	28.4	0
2	Immune cells	CD8Tex	CD8Tex	MYL9	-1.39	1.6	0
2	Immune cells	CD8Tex	CD8Tex	C1S	-1.4	0.1	0
2	Immune cells	CD8Tex	CD8Tex	CTSK	-1.42	0.3	0
2	Immune cells	CD8Tex	CD8Tex	CCL2	-1.43	0.2	0
2	Immune cells	CD8Tex	CD8Tex	TM4SF1	-1.45	0.1	0
2	Immune cells	CD8Tex	CD8Tex	TACSTD2	-1.45	0.2	0
2	Immune cells	CD8Tex	CD8Tex	CLU	-1.46	2.7	0
2	Immune cells	CD8Tex	CD8Tex	COL6A2	-1.5	0.5	0
2	Immune cells	CD8Tex	CD8Tex	MFAP4	-1.5	0.0	0
2	Immune cells	CD8Tex	CD8Tex	TIMP3	-1.52	0.0	0
2	Immune cells	CD8Tex	CD8Tex	CYR61	-1.52	0.0	0
2	Immune cells	CD8Tex	CD8Tex	SERPING1	-1.56	0.1	0
2	Immune cells	CD8Tex	CD8Tex	RARRES2	-1.56	0.0	0
2	Immune cells	CD8Tex	CD8Tex	CALD1	-1.58	0.1	0
2	Immune cells	CD8Tex	CD8Tex	EGR1	-1.58	13.1	0
2	Immune cells	CD8Tex	CD8Tex	TAGLN	-1.59	0.2	0
2	Immune cells	CD8Tex	CD8Tex	IFITM3	-1.59	55.7	0
2	Immune cells	CD8Tex	CD8Tex	SFN	-1.6	0.8	0
2	Immune cells	CD8Tex	CD8Tex	SOD2	-1.6	26.7	0
2	Immune cells	CD8Tex	CD8Tex	IGFBP6	-1.61	1.8	0
2	Immune cells	CD8Tex	CD8Tex	SPARCL1	-1.61	0.0	0
2	Immune cells	CD8Tex	CD8Tex	PERP	-1.61	15.8	0
2	Immune cells	CD8Tex	CD8Tex	IFI27	-1.61	6.8	0
2	Immune cells	CD8Tex	CD8Tex	BGN	-1.63	0.0	0
2	Immune cells	CD8Tex	CD8Tex	CXCL2	-1.63	0.6	0
2	Immune cells	CD8Tex	CD8Tex	FBLN1	-1.63	0.0	0
2	Immune cells	CD8Tex	CD8Tex	IER3	-1.67	11.9	0
2	Immune cells	CD8Tex	CD8Tex	CXCL8	-1.74	2.0	0
2	Immune cells	CD8Tex	CD8Tex	IGFBP4	-1.79	2.9	0
2	Immune cells	CD8Tex	CD8Tex	FOS	-1.82	30.8	0
2	Immune cells	CD8Tex	CD8Tex	KRT19	-1.89	0.5	0
2	Immune cells	CD8Tex	CD8Tex	FN1	-1.91	0.1	0
2	Immune cells	CD8Tex	CD8Tex	SFRP2	-1.92	0.0	0
2	Immune cells	CD8Tex	CD8Tex	KRT5	-1.96	1.5	0
2	Immune cells	CD8Tex	CD8Tex	S100A8	-2.14	1.3	0
2	Immune cells	CD8Tex	CD8Tex	KRT14	-2.16	1.2	0
2	Immune cells	CD8Tex	CD8Tex	TIMP1	-2.21	12.4	0
2	Immune cells	CD8Tex	CD8Tex	LUM	-2.3	0.0	0
2	Immune cells	CD8Tex	CD8Tex	KRT6A	-2.33	1.6	0
2	Immune cells	CD8Tex	CD8Tex	S100A9	-2.35	1.8	0
2	Immune cells	CD8Tex	CD8Tex	S100A2	-2.37	2.8	0
2	Immune cells	CD8Tex	CD8Tex	GSN	-2.37	2.7	0
2	Immune cells	CD8Tex	CD8Tex	COL3A1	-2.44	0.6	0
2	Immune cells	CD8Tex	CD8Tex	MGP	-2.47	0.0	0
2	Immune cells	CD8Tex	CD8Tex	KRT17	-2.47	2.0	0
2	Immune cells	CD8Tex	CD8Tex	COL1A2	-2.61	0.3	0
2	Immune cells	CD8Tex	CD8Tex	CST3	-2.61	1.9	0
2	Immune cells	CD8Tex	CD8Tex	IGFBP7	-2.65	0.8	0
2	Immune cells	CD8Tex	CD8Tex	SPARC	-2.72	0.1	0
2	Immune cells	CD8Tex	CD8Tex	CFD	-2.78	0.9	0
2	Immune cells	CD8Tex	CD8Tex	COL1A1	-2.99	0.3	0
2	Immune cells	CD8Tex	CD8Tex	DCN	-3.18	0.1	0
2	Immune cells	CD8Tex	CD8Tex	ATF3	-0.44	38.2	3.15e-306
2	Immune cells	CD8Tex	CD8Tex	SOCS1	0.28	48.4	3.11e-305
2	Immune cells	CD8Tex	CD8Tex	MT-ATP6	-0.27	99.2	2.65e-301
2	Immune cells	CD8Tex	CD8Tex	NUCKS1	-0.26	49.2	1.48e-300
2	Immune cells	CD8Tex	CD8Tex	IL1RN	-0.71	2.3	1.6e-298
2	Immune cells	CD8Tex	CD8Tex	S1PR1	-0.26	1.5	2.55e-296
2	Immune cells	CD8Tex	CD8Tex	OAS1	0.34	37.9	6.37e-293
2	Immune cells	CD8Tex	CD8Tex	TBCC	0.27	34.7	7.31e-292
2	Immune cells	CD8Tex	CD8Tex	SS18L2	0.28	46.7	1.15e-291
2	Immune cells	CD8Tex	CD8Tex	CREBZF	0.29	26.9	6.77e-291
2	Immune cells	CD8Tex	CD8Tex	WHSC1L1	0.26	58.0	1.6e-289
2	Immune cells	CD8Tex	CD8Tex	RAB1B	0.26	58.8	6.14e-289
2	Immune cells	CD8Tex	CD8Tex	DGKZ	0.25	26.0	2.45e-288
2	Immune cells	CD8Tex	CD8Tex	MOB4	0.28	50.2	2.34e-286
2	Immune cells	CD8Tex	CD8Tex	DIAPH1	0.26	37.2	5.8e-283
2	Immune cells	CD8Tex	CD8Tex	CCR7	-0.69	5.0	2.56e-280
2	Immune cells	CD8Tex	CD8Tex	CMPK2	0.25	18.6	3.22e-279
2	Immune cells	CD8Tex	CD8Tex	IDI1	0.26	46.3	9e-279
2	Immune cells	CD8Tex	CD8Tex	EIF2AK2	0.33	47.6	2.86e-277
2	Immune cells	CD8Tex	CD8Tex	DGUOK	0.25	60.1	1.22e-276
2	Immune cells	CD8Tex	CD8Tex	PPM1G	0.25	60.7	1.32e-276
2	Immune cells	CD8Tex	CD8Tex	SPTY2D1	0.27	32.1	3.49e-276
2	Immune cells	CD8Tex	CD8Tex	TMEM2	0.25	42.7	1.93e-274
2	Immune cells	CD8Tex	CD8Tex	LPCAT4	0.26	29.3	1.03e-273
2	Immune cells	CD8Tex	CD8Tex	C15orf48	-0.99	3.1	2.14e-272
2	Immune cells	CD8Tex	CD8Tex	HSD17B7	0.26	27.3	6.65e-272
2	Immune cells	CD8Tex	CD8Tex	IL7R	-0.65	15.3	1.8e-269
2	Immune cells	CD8Tex	CD8Tex	ZNRD1	0.26	47.5	3.85e-269
2	Immune cells	CD8Tex	CD8Tex	PHF11	0.28	40.2	1.12e-268
2	Immune cells	CD8Tex	CD8Tex	HSPA1B	0.78	80.0	2.89e-267
2	Immune cells	CD8Tex	CD8Tex	C17orf62	0.28	44.3	3.61e-265
2	Immune cells	CD8Tex	CD8Tex	APOD	-1.63	1.9	9.8e-265
2	Immune cells	CD8Tex	CD8Tex	PRPF38B	0.27	52.7	1.31e-262
2	Immune cells	CD8Tex	CD8Tex	TPST2	0.27	37.8	4.06e-261
2	Immune cells	CD8Tex	CD8Tex	CHD2	0.26	49.8	2.14e-255
2	Immune cells	CD8Tex	CD8Tex	MOB3A	0.25	32.3	7.54e-255
2	Immune cells	CD8Tex	CD8Tex	ATP10D	0.25	21.5	4.84e-253
2	Immune cells	CD8Tex	CD8Tex	CHD1	0.26	52.7	1.22e-251
2	Immune cells	CD8Tex	CD8Tex	CCDC12	0.26	46.0	1.84e-245
2	Immune cells	CD8Tex	CD8Tex	FAM3C	0.43	43.9	2.24e-243
2	Immune cells	CD8Tex	CD8Tex	UBE2F	0.33	24.9	2.93e-243
2	Immune cells	CD8Tex	CD8Tex	PLSCR1	0.28	56.4	7.27e-237
2	Immune cells	CD8Tex	CD8Tex	SRRT	0.32	38.0	1.06e-235
2	Immune cells	CD8Tex	CD8Tex	ATF7IP	0.25	40.0	6.57e-235
2	Immune cells	CD8Tex	CD8Tex	PIM1	0.29	48.6	5.82e-233
2	Immune cells	CD8Tex	CD8Tex	ZC3H12A	0.29	53.9	2.4e-232
2	Immune cells	CD8Tex	CD8Tex	CALCOCO2	0.27	48.6	8.83e-231
2	Immune cells	CD8Tex	CD8Tex	SNX9	0.31	51.6	1.86e-228
2	Immune cells	CD8Tex	CD8Tex	SLTM	0.26	50.1	4.55e-228
2	Immune cells	CD8Tex	CD8Tex	HMGN4	0.26	40.1	4.33e-226
2	Immune cells	CD8Tex	CD8Tex	NT5C3A	0.27	41.7	6.54e-224
2	Immune cells	CD8Tex	CD8Tex	TOB1	0.3	46.8	2.11e-223
2	Immune cells	CD8Tex	CD8Tex	IER2	-0.42	64.7	1.95e-222
2	Immune cells	CD8Tex	CD8Tex	KPNA2	0.26	43.1	1.89e-210
2	Immune cells	CD8Tex	CD8Tex	WNK1	0.25	43.9	2.2e-210
2	Immune cells	CD8Tex	CD8Tex	STMN1	-0.49	30.6	8.39e-210
2	Immune cells	CD8Tex	CD8Tex	MIER1	0.25	42.4	2.56e-208
2	Immune cells	CD8Tex	CD8Tex	HMOX1	0.32	27.8	1.52e-204
2	Immune cells	CD8Tex	CD8Tex	JUNB	-0.37	87.9	2.61e-202
2	Immune cells	CD8Tex	CD8Tex	IRF2	0.26	37.0	8.08e-202
2	Immune cells	CD8Tex	CD8Tex	PIK3R1	0.3	43.7	2.96e-201
2	Immune cells	CD8Tex	CD8Tex	SEC14L1	0.27	42.9	7.96e-201
2	Immune cells	CD8Tex	CD8Tex	OAS3	0.26	26.0	5.6e-199
2	Immune cells	CD8Tex	CD8Tex	ETNK1	0.25	39.2	3.84e-195
2	Immune cells	CD8Tex	CD8Tex	HLA-DQB1	-0.31	49.1	2.64e-194
2	Immune cells	CD8Tex	CD8Tex	BAG3	0.63	57.1	1.41e-193
2	Immune cells	CD8Tex	CD8Tex	NDUFB9	-0.26	60.2	3.71e-192
2	Immune cells	CD8Tex	CD8Tex	GPN1	0.25	29.7	2.05e-190
2	Immune cells	CD8Tex	CD8Tex	GYG1	0.29	39.1	9.15e-190
2	Immune cells	CD8Tex	CD8Tex	TCP1	0.26	63.2	1.36e-184
2	Immune cells	CD8Tex	CD8Tex	ALDOA	-0.31	92.5	1.79e-183
2	Immune cells	CD8Tex	CD8Tex	SNHG15	0.27	46.3	6.55e-183
2	Immune cells	CD8Tex	CD8Tex	CCR6	-0.26	3.6	1.33e-182
2	Immune cells	CD8Tex	CD8Tex	CITED2	0.39	45.2	2.37e-167
2	Immune cells	CD8Tex	CD8Tex	LTB	-0.58	16.4	2.7e-166
2	Immune cells	CD8Tex	CD8Tex	UAP1	-0.28	20.7	8.31e-159
2	Immune cells	CD8Tex	CD8Tex	FOSL2	0.27	46.1	1.11e-158
2	Immune cells	CD8Tex	CD8Tex	PPIB	-0.3	89.1	2.17e-158
2	Immune cells	CD8Tex	CD8Tex	XBP1	-0.29	45.5	3.04e-158
2	Immune cells	CD8Tex	CD8Tex	PELI1	0.26	46.0	1.52e-157
2	Immune cells	CD8Tex	CD8Tex	BCL2L11	0.28	27.9	2.07e-155
2	Immune cells	CD8Tex	CD8Tex	AIF1	-0.57	3.9	3.7e-153
2	Immune cells	CD8Tex	CD8Tex	DBN1	0.27	30.3	2.77e-149
2	Immune cells	CD8Tex	CD8Tex	STARD3NL	0.27	35.7	4.87e-146
2	Immune cells	CD8Tex	CD8Tex	PRRG4	0.32	24.0	2.26e-140
2	Immune cells	CD8Tex	CD8Tex	NR4A1	-0.27	54.3	2.53e-139
2	Immune cells	CD8Tex	CD8Tex	ATP1B3	-0.27	45.3	6.23e-134
2	Immune cells	CD8Tex	CD8Tex	HSPA6	1.18	28.5	7.83e-133
2	Immune cells	CD8Tex	CD8Tex	AQP3	-0.4	16.0	1.77e-131
2	Immune cells	CD8Tex	CD8Tex	LRRC28	0.34	20.5	8.18e-128
2	Immune cells	CD8Tex	CD8Tex	IGKC	-1.93	4.7	1.03e-124
2	Immune cells	CD8Tex	CD8Tex	SQLE	0.26	28.5	4.23e-117
2	Immune cells	CD8Tex	CD8Tex	GADD45B	-0.35	50.9	3.8e-107
2	Immune cells	CD8Tex	CD8Tex	NBL1	-0.29	21.2	1.32e-104
2	Immune cells	CD8Tex	CD8Tex	LGALS3	-0.35	70.5	1.16e-94
2	Immune cells	CD8Tex	CD8Tex	CDC42EP3	0.28	41.1	3.88e-93
2	Immune cells	CD8Tex	CD8Tex	SELL	-0.26	11.5	5.65e-92
2	Immune cells	CD8Tex	CD8Tex	MRPL18	0.26	56.5	1.27e-88
2	Immune cells	CD8Tex	CD8Tex	MT2A	-0.37	76.5	5.93e-87
2	Immune cells	CD8Tex	CD8Tex	GPR183	-0.55	22.5	2.73e-84
2	Immune cells	CD8Tex	CD8Tex	CMC1	0.27	32.6	2.47e-81
2	Immune cells	CD8Tex	CD8Tex	BTG2	-0.31	61.9	4.82e-79
2	Immune cells	CD8Tex	CD8Tex	BCL2A1	-0.73	13.7	7.21e-78
2	Immune cells	CD8Tex	CD8Tex	MZB1	-0.36	14.1	3.33e-71
2	Immune cells	CD8Tex	CD8Tex	ZFP36	-0.4	88.5	4.5e-68
2	Immune cells	CD8Tex	CD8Tex	LY9	-0.33	10.5	2.53e-61
2	Immune cells	CD8Tex	CD8Tex	MIF	-0.34	95.9	6.97e-60
2	Immune cells	CD8Tex	CD8Tex	PLEK	-0.34	10.0	7.8e-52
2	Immune cells	CD8Tex	CD8Tex	TNFRSF4	-0.56	11.3	2.68e-49
2	Immune cells	CD8Tex	CD8Tex	HSPB1	-0.31	83.7	1.5e-40
2	Immune cells	CD8Tex	CD8Tex	SSR4	-0.29	84.2	7.04e-21
2	Immune cells	CD8Tex	CD8Tex	LGALS1	-0.59	74.9	1.32e-20
2	Immune cells	CD8Tex	CD8Tex	ACTA2	-0.83	17.6	1.37e-20
2	Immune cells	CD8Tex	CD8Tex	CD83	-0.32	32.2	2.84e-16
2	Immune cells	CD8Tex	CD8Tex	MT1X	-0.32	46.8	1.69e-15
2	Immune cells	CD8Tex	CD8Tex	FCER1G	-0.47	10.6	4.46e-10
2	Immune cells	CD8Tex	CD8Tex	CCL20	-0.27	10.2	2.31e-07
20	Stromal cells	Tprolif	Tprolif	HIST1H4C	2.35	96.8	0
20	Stromal cells	Tprolif	Tprolif	STMN1	2.09	99.8	0
20	Stromal cells	Tprolif	Tprolif	HMGB2	2.05	100.0	0
20	Stromal cells	Tprolif	Tprolif	RRM2	1.8	88.2	0
20	Stromal cells	Tprolif	Tprolif	TYMS	1.8	87.6	0
20	Stromal cells	Tprolif	Tprolif	MKI67	1.77	96.3	0
20	Stromal cells	Tprolif	Tprolif	TUBA1B	1.75	99.9	0
20	Stromal cells	Tprolif	Tprolif	UBE2C	1.72	95.4	0
20	Stromal cells	Tprolif	Tprolif	HMGN2	1.64	99.9	0
20	Stromal cells	Tprolif	Tprolif	TUBB	1.63	99.9	0
20	Stromal cells	Tprolif	Tprolif	NUSAP1	1.53	95.6	0
20	Stromal cells	Tprolif	Tprolif	CXCL13	1.52	61.4	0
20	Stromal cells	Tprolif	Tprolif	CENPF	1.5	88.5	0
20	Stromal cells	Tprolif	Tprolif	TOP2A	1.45	90.2	0
20	Stromal cells	Tprolif	Tprolif	GZMA	1.42	79.0	0
20	Stromal cells	Tprolif	Tprolif	CCL4	1.4	73.5	0
20	Stromal cells	Tprolif	Tprolif	HIST1H1B	1.37	72.5	0
20	Stromal cells	Tprolif	Tprolif	IFNG	1.37	57.0	0
20	Stromal cells	Tprolif	Tprolif	GNLY	1.34	62.5	0
20	Stromal cells	Tprolif	Tprolif	GZMB	1.32	79.1	0
20	Stromal cells	Tprolif	Tprolif	HIST1H1E	1.31	79.4	0
20	Stromal cells	Tprolif	Tprolif	HMGB1	1.3	100.0	0
20	Stromal cells	Tprolif	Tprolif	H2AFZ	1.29	99.8	0
20	Stromal cells	Tprolif	Tprolif	SMC4	1.28	95.8	0
20	Stromal cells	Tprolif	Tprolif	KIAA0101	1.26	80.4	0
20	Stromal cells	Tprolif	Tprolif	CDK1	1.26	87.8	0
20	Stromal cells	Tprolif	Tprolif	H2AFX	1.26	95.7	0
20	Stromal cells	Tprolif	Tprolif	ASPM	1.25	79.6	0
20	Stromal cells	Tprolif	Tprolif	HIST1H2AJ	1.25	70.3	0
20	Stromal cells	Tprolif	Tprolif	TPX2	1.21	86.4	0
20	Stromal cells	Tprolif	Tprolif	HIST1H1D	1.21	74.1	0
20	Stromal cells	Tprolif	Tprolif	TMPO	1.19	93.7	0
20	Stromal cells	Tprolif	Tprolif	NKG7	1.18	81.0	0
20	Stromal cells	Tprolif	Tprolif	KIF22	1.13	90.7	0
20	Stromal cells	Tprolif	Tprolif	H2AFV	1.12	99.2	0
20	Stromal cells	Tprolif	Tprolif	PTTG1	1.11	92.4	0
20	Stromal cells	Tprolif	Tprolif	DUSP4	1.09	93.0	0
20	Stromal cells	Tprolif	Tprolif	CORO1A	1.09	98.9	0
20	Stromal cells	Tprolif	Tprolif	CKS1B	1.09	93.6	0
20	Stromal cells	Tprolif	Tprolif	CCNA2	1.08	78.8	0
20	Stromal cells	Tprolif	Tprolif	CD8A	1.08	66.5	0
20	Stromal cells	Tprolif	Tprolif	RGS1	1.05	92.2	0
20	Stromal cells	Tprolif	Tprolif	ASF1B	1.04	80.7	0
20	Stromal cells	Tprolif	Tprolif	UBE2T	1.04	85.8	0
20	Stromal cells	Tprolif	Tprolif	ZWINT	1.01	81.3	0
20	Stromal cells	Tprolif	Tprolif	DUT	1.01	86.0	0
20	Stromal cells	Tprolif	Tprolif	CKS2	1.0	95.5	0
20	Stromal cells	Tprolif	Tprolif	KIFC1	1.0	81.1	0
20	Stromal cells	Tprolif	Tprolif	PKMYT1	1.0	71.4	0
20	Stromal cells	Tprolif	Tprolif	CCNB2	0.99	72.7	0
20	Stromal cells	Tprolif	Tprolif	CDKN3	0.98	82.4	0
20	Stromal cells	Tprolif	Tprolif	CENPM	0.96	80.3	0
20	Stromal cells	Tprolif	Tprolif	CRIP1	0.95	99.7	0
20	Stromal cells	Tprolif	Tprolif	CALM3	0.95	97.9	0
20	Stromal cells	Tprolif	Tprolif	CCL5	0.95	82.0	0
20	Stromal cells	Tprolif	Tprolif	TK1	0.95	71.7	0
20	Stromal cells	Tprolif	Tprolif	RAC2	0.95	99.0	0
20	Stromal cells	Tprolif	Tprolif	BIRC5	0.94	79.4	0
20	Stromal cells	Tprolif	Tprolif	LAG3	0.94	74.6	0
20	Stromal cells	Tprolif	Tprolif	MAD2L1	0.94	80.9	0
20	Stromal cells	Tprolif	Tprolif	HIST1H3B	0.94	51.2	0
20	Stromal cells	Tprolif	Tprolif	CCL4L2	0.92	48.9	0
20	Stromal cells	Tprolif	Tprolif	CDCA8	0.92	74.9	0
20	Stromal cells	Tprolif	Tprolif	RP11-291B21.2	0.92	45.5	0
20	Stromal cells	Tprolif	Tprolif	PCNA	0.92	73.9	0
20	Stromal cells	Tprolif	Tprolif	CLSPN	0.92	69.5	0
20	Stromal cells	Tprolif	Tprolif	PSMB9	0.91	99.0	0
20	Stromal cells	Tprolif	Tprolif	CDC20	0.91	62.6	0
20	Stromal cells	Tprolif	Tprolif	GTSE1	0.9	73.3	0
20	Stromal cells	Tprolif	Tprolif	CDCA5	0.9	72.2	0
20	Stromal cells	Tprolif	Tprolif	LMNB1	0.9	85.0	0
20	Stromal cells	Tprolif	Tprolif	ANP32B	0.89	98.7	0
20	Stromal cells	Tprolif	Tprolif	EZH2	0.88	77.4	0
20	Stromal cells	Tprolif	Tprolif	KPNA2	0.87	84.3	0
